Full_Name,Age,Gender,Marital_Status,Number_of_Dependents,Employment_Type,Employment_Experience,Monthly_Income,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Loan_Term,Interest_Rate,Existing_Loans,Loan_Default
Applicant_3629,31,Male,Married,1,Self-Employed,12,38100.0,457200.0,538,400000,Personal,12,14.38,1,1
Applicant_3630,42,Female,Married,2,Salaried,9,55900.0,670800.0,644,200000,Education,48,13.92,0,0
Applicant_3631,53,Other,Single,1,Salaried,14,55200.0,662400.0,518,200000,Education,24,13.39,2,0
Applicant_3632,56,Female,Married,2,Salaried,27,110600.0,1327200.0,574,100000,Personal,48,8.6,2,0
Applicant_3633,43,Male,Married,0,Freelancer,7,48100.0,577200.0,776,100000,Home,12,9.91,0,0
Applicant_3634,54,Male,Divorced,2,Salaried,6,47300.0,567600.0,464,400000,Vehicle,180,17.9,1,1
Applicant_3635,29,Female,Married,0,Salaried,10,62100.0,745200.0,717,250000,Business,240,11.48,2,0
Applicant_3636,44,Male,Divorced,0,Salaried,7,34400.0,412800.0,799,250000,Personal,48,7.18,0,0
Applicant_3637,28,Female,Married,2,Salaried,1,30700.0,368400.0,731,100000,Home,240,16.84,1,0
Applicant_3638,27,Male,Single,0,Self-Employed,0,58300.0,699600.0,689,400000,Personal,36,8.49,0,0
Applicant_3639,56,Male,Married,2,Self-Employed,3,41800.0,501600.0,603,100000,Home,12,11.14,0,0
Applicant_3640,38,Female,Single,3,Salaried,16,86000.0,1032000.0,585,250000,Business,48,9.7,1,0
Applicant_3641,23,Female,Single,4,Salaried,1,45500.0,546000.0,425,250000,Education,60,17.58,2,1
Applicant_3642,48,Female,Married,2,Salaried,18,95700.0,1148400.0,653,150000,Home,48,10.85,0,0
Applicant_3643,26,Male,Married,1,Self-Employed,3,11000.0,132000.0,609,100000,Home,240,14.65,3,1
Applicant_3644,64,Male,Married,1,Freelancer,31,84200.0,1010400.0,580,150000,Vehicle,240,13.38,2,0
Applicant_3645,64,Female,Single,1,Salaried,27,118700.0,1424400.0,647,250000,Business,180,6.99,1,0
Applicant_3646,41,Female,Single,0,Salaried,5,64300.0,771600.0,656,300000,Home,12,10.92,5,1
Applicant_3647,48,Male,Single,1,Salaried,7,73900.0,886800.0,586,200000,Vehicle,60,10.99,4,1
Applicant_3648,60,Male,Single,2,Unemployed,0,5000.0,60000.0,811,400000,Home,120,17.88,2,1
Applicant_3649,21,Male,Single,0,Self-Employed,0,26900.0,322800.0,723,100000,Business,48,15.84,2,0
Applicant_3650,56,Other,Married,0,Salaried,19,62600.0,751200.0,739,300000,Personal,180,16.35,0,0
Applicant_3651,41,Female,Married,2,Salaried,0,23500.0,282000.0,639,750000,Business,48,10.11,4,1
Applicant_3652,63,Female,Married,0,Salaried,29,110100.0,1321200.0,701,1000000,Education,12,10.28,4,0
Applicant_3653,55,Male,Married,0,Self-Employed,36,114700.0,1376400.0,560,250000,Personal,60,12.43,2,0
Applicant_3654,33,Other,Single,0,Salaried,15,69000.0,828000.0,716,200000,Personal,240,13.76,0,0
Applicant_3655,30,Male,Divorced,2,Salaried,4,55600.0,667200.0,629,750000,Education,60,14.88,2,1
Applicant_3656,64,Male,Single,2,Self-Employed,24,85100.0,1021200.0,547,300000,Home,48,15.94,0,0
Applicant_3657,30,Female,Married,2,Salaried,5,64400.0,772800.0,647,200000,Business,240,16.54,0,0
Applicant_3658,33,Male,Divorced,0,Self-Employed,4,57300.0,687600.0,620,50000,Personal,120,6.78,3,0
Applicant_3659,57,Male,Married,2,Salaried,9,42000.0,504000.0,882,750000,Personal,180,15.66,5,0
Applicant_3660,58,Male,Single,2,Freelancer,4,37100.0,445200.0,693,1000000,Education,36,13.52,0,1
Applicant_3661,44,Male,Married,1,Salaried,7,29000.0,348000.0,807,150000,Education,12,12.62,0,0
Applicant_3662,22,Female,Single,1,Unemployed,0,7000.0,84000.0,763,300000,Business,12,13.73,0,1
Applicant_3663,42,Female,Single,2,Salaried,0,49100.0,589200.0,653,50000,Business,24,16.64,5,1
Applicant_3664,37,Female,Single,1,Salaried,4,28300.0,339600.0,605,300000,Business,60,12.77,2,0
Applicant_3665,56,Female,Divorced,2,Freelancer,0,18800.0,225600.0,475,150000,Business,60,8.37,2,1
Applicant_3666,34,Female,Divorced,0,Freelancer,6,37100.0,445200.0,562,150000,Business,240,11.52,1,0
Applicant_3667,30,Male,Single,1,Salaried,6,55500.0,666000.0,716,400000,Education,24,17.13,1,0
Applicant_3668,55,Male,Married,1,Unemployed,0,5000.0,60000.0,619,750000,Home,48,15.87,0,1
Applicant_3669,45,Other,Divorced,1,Salaried,25,72400.0,868800.0,687,300000,Business,48,8.84,0,0
Applicant_3670,23,Male,Married,1,Self-Employed,5,44200.0,530400.0,446,50000,Home,12,14.71,3,0
Applicant_3671,58,Female,Married,3,Salaried,22,59200.0,710400.0,695,750000,Vehicle,48,9.45,1,1
Applicant_3672,37,Male,Married,3,Salaried,8,52500.0,630000.0,759,250000,Vehicle,36,10.51,0,0
Applicant_3673,32,Female,Married,2,Self-Employed,7,42400.0,508800.0,472,100000,Personal,36,11.89,2,1
Applicant_3674,44,Female,Married,2,Self-Employed,7,47000.0,564000.0,687,150000,Education,36,11.57,0,0
Applicant_3675,49,Male,Married,0,Self-Employed,2,30600.0,367200.0,784,250000,Personal,24,6.84,1,0
Applicant_3676,63,Male,Married,2,Self-Employed,31,74400.0,892800.0,818,100000,Business,120,15.4,0,0
Applicant_3677,45,Female,Single,1,Unemployed,0,5000.0,60000.0,599,150000,Business,180,16.23,3,1
Applicant_3678,56,Male,Single,1,Salaried,3,60000.0,720000.0,727,500000,Home,36,12.61,1,0
Applicant_3679,46,Male,Single,0,Salaried,16,90900.0,1090800.0,792,300000,Business,240,8.49,1,0
Applicant_3680,58,Female,Married,0,Self-Employed,37,145600.0,1747200.0,690,100000,Personal,24,9.35,3,0
Applicant_3681,21,Male,Single,0,Salaried,1,67400.0,808800.0,778,100000,Home,12,7.95,2,0
Applicant_3682,40,Female,Married,0,Self-Employed,8,33000.0,396000.0,646,50000,Education,12,8.45,1,0
Applicant_3683,48,Male,Married,0,Self-Employed,13,54900.0,658800.0,689,400000,Personal,120,16.58,0,0
Applicant_3684,36,Male,Married,2,Salaried,0,39700.0,476400.0,587,300000,Home,240,12.02,4,1
Applicant_3685,37,Female,Divorced,0,Unemployed,0,5000.0,60000.0,633,300000,Home,36,7.78,0,1
Applicant_3686,60,Male,Married,1,Salaried,10,61000.0,732000.0,693,250000,Home,240,9.43,2,0
Applicant_3687,48,Male,Divorced,3,Salaried,28,132100.0,1585200.0,580,150000,Vehicle,240,17.42,4,0
Applicant_3688,32,Male,Married,0,Salaried,9,41800.0,501600.0,627,500000,Home,24,12.36,1,0
Applicant_3689,47,Male,Single,3,Salaried,26,81300.0,975600.0,726,150000,Education,36,12.43,0,0
Applicant_3690,62,Male,Divorced,2,Salaried,37,138700.0,1664400.0,855,250000,Home,120,12.54,0,0
Applicant_3691,50,Male,Married,1,Self-Employed,28,81800.0,981600.0,445,500000,Business,120,7.78,1,0
Applicant_3692,61,Male,Married,0,Self-Employed,32,104900.0,1258800.0,847,150000,Business,48,17.66,1,0
Applicant_3693,54,Male,Married,0,Freelancer,27,94500.0,1134000.0,624,250000,Business,24,7.47,1,0
Applicant_3694,57,Female,Married,1,Salaried,30,107300.0,1287600.0,746,300000,Personal,24,14.55,2,0
Applicant_3695,26,Female,Single,0,Salaried,2,46900.0,562800.0,766,50000,Personal,24,7.16,4,0
Applicant_3696,27,Male,Married,0,Unemployed,0,19100.0,229200.0,806,100000,Personal,24,11.6,1,1
Applicant_3697,52,Female,Single,0,Salaried,25,76600.0,919200.0,577,400000,Personal,48,16.85,2,0
Applicant_3698,52,Female,Single,2,Unemployed,0,5000.0,60000.0,627,750000,Home,180,15.34,0,1
Applicant_3699,45,Female,Married,0,Freelancer,17,67000.0,804000.0,644,1000000,Personal,36,10.35,1,0
Applicant_3700,53,Female,Married,2,Unemployed,0,5000.0,60000.0,614,200000,Home,240,12.84,0,1
Applicant_3701,27,Male,Single,0,Salaried,8,77200.0,926400.0,781,250000,Vehicle,12,8.4,2,0
Applicant_3702,32,Female,Married,2,Salaried,4,52600.0,631200.0,642,200000,Personal,120,17.5,4,0
Applicant_3703,36,Male,Married,0,Self-Employed,5,47300.0,567600.0,488,150000,Personal,240,14.65,4,1
Applicant_3704,36,Male,Married,2,Self-Employed,1,12500.0,150000.0,586,1000000,Personal,60,10.8,1,1
Applicant_3705,63,Female,Married,1,Salaried,39,98700.0,1184400.0,492,100000,Business,60,10.16,0,0
Applicant_3706,56,Male,Divorced,2,Freelancer,21,61000.0,732000.0,627,150000,Personal,24,9.24,0,0
Applicant_3707,33,Male,Single,0,Salaried,15,82100.0,985200.0,717,100000,Personal,240,15.54,0,0
Applicant_3708,27,Female,Married,1,Self-Employed,7,17900.0,214800.0,584,500000,Education,24,11.5,0,1
Applicant_3709,56,Female,Single,0,Freelancer,30,96800.0,1161600.0,609,50000,Home,12,10.3,0,0
Applicant_3710,29,Female,Married,1,Salaried,0,34600.0,415200.0,622,250000,Home,60,16.91,0,0
Applicant_3711,52,Female,Married,0,Salaried,33,102600.0,1231200.0,664,50000,Home,24,8.23,0,0
Applicant_3712,31,Male,Married,1,Salaried,10,63800.0,765600.0,701,250000,Vehicle,120,9.53,0,0
Applicant_3713,28,Male,Single,0,Salaried,7,58000.0,696000.0,730,150000,Business,120,10.46,2,0
Applicant_3714,53,Female,Single,0,Salaried,27,83300.0,999600.0,875,750000,Home,180,9.49,2,0
Applicant_3715,43,Male,Married,2,Salaried,17,83400.0,1000800.0,662,50000,Home,240,13.23,4,0
Applicant_3716,45,Female,Married,4,Salaried,3,11200.0,134400.0,723,1000000,Personal,240,13.41,1,1
Applicant_3717,28,Male,Married,1,Freelancer,1,20200.0,242400.0,491,50000,Personal,48,7.13,1,0
Applicant_3718,42,Male,Single,2,Unemployed,0,7300.0,87600.0,612,500000,Business,60,8.16,0,1
Applicant_3719,24,Male,Married,1,Salaried,4,42800.0,513600.0,622,150000,Personal,240,8.78,0,0
Applicant_3720,60,Female,Single,1,Salaried,22,56600.0,679200.0,548,400000,Vehicle,48,7.31,2,0
Applicant_3721,23,Male,Single,0,Salaried,4,59400.0,712800.0,596,1000000,Home,12,7.93,0,1
Applicant_3722,49,Male,Married,0,Self-Employed,28,72300.0,867600.0,639,250000,Education,12,9.26,3,0
Applicant_3723,61,Male,Married,3,Self-Employed,26,86000.0,1032000.0,599,100000,Vehicle,180,10.47,2,0
Applicant_3724,49,Male,Single,1,Unemployed,0,7300.0,87600.0,900,400000,Home,60,15.6,2,1
Applicant_3725,54,Male,Single,2,Salaried,15,70300.0,843600.0,701,400000,Education,120,9.01,2,0
Applicant_3726,54,Male,Married,1,Freelancer,26,94500.0,1134000.0,850,150000,Education,36,14.21,2,0
Applicant_3727,48,Male,Single,1,Self-Employed,8,50200.0,602400.0,799,300000,Personal,60,7.17,1,0
Applicant_3728,33,Male,Married,1,Unemployed,0,11400.0,136800.0,586,250000,Education,48,14.07,2,1
Applicant_3729,35,Male,Married,2,Self-Employed,4,42200.0,506400.0,653,50000,Vehicle,36,15.64,1,0
Applicant_3730,43,Female,Single,0,Salaried,7,63200.0,758400.0,606,50000,Vehicle,180,13.46,0,0
Applicant_3731,64,Female,Single,1,Self-Employed,17,89900.0,1078800.0,633,100000,Business,48,8.82,0,0
Applicant_3732,46,Male,Married,1,Freelancer,2,31100.0,373200.0,552,400000,Education,48,10.3,1,1
Applicant_3733,24,Male,Married,4,Salaried,5,61700.0,740400.0,605,150000,Vehicle,48,15.76,0,0
Applicant_3734,46,Male,Married,1,Salaried,10,81800.0,981600.0,685,750000,Business,24,11.47,4,0
Applicant_3735,60,Female,Married,2,Salaried,22,104400.0,1252800.0,683,150000,Education,36,9.44,0,0
Applicant_3736,29,Male,Married,0,Salaried,9,52200.0,626400.0,675,1000000,Home,24,17.23,0,0
Applicant_3737,25,Male,Divorced,0,Salaried,7,69500.0,834000.0,644,200000,Personal,24,13.83,1,0
Applicant_3738,52,Female,Married,3,Unemployed,0,8700.0,104400.0,736,500000,Business,48,15.77,3,1
Applicant_3739,40,Male,Single,2,Self-Employed,18,87800.0,1053600.0,624,200000,Home,12,6.78,1,0
Applicant_3740,31,Female,Married,1,Self-Employed,6,55500.0,666000.0,789,400000,Personal,120,10.4,0,0
Applicant_3741,35,Male,Married,1,Self-Employed,9,57100.0,685200.0,465,250000,Vehicle,60,11.78,1,0
Applicant_3742,52,Female,Married,0,Freelancer,14,59500.0,714000.0,715,300000,Education,12,13.26,2,0
Applicant_3743,48,Male,Married,2,Unemployed,0,8800.0,105600.0,698,500000,Education,48,8.68,3,1
Applicant_3744,42,Female,Married,0,Self-Employed,5,49400.0,592800.0,582,200000,Vehicle,60,12.23,3,0
Applicant_3745,61,Female,Married,2,Self-Employed,19,70600.0,847200.0,614,300000,Home,120,14.38,2,0
Applicant_3746,37,Male,Single,1,Salaried,5,46200.0,554400.0,696,1000000,Vehicle,60,10.48,0,1
Applicant_3747,46,Male,Single,0,Salaried,15,96400.0,1156800.0,741,100000,Business,120,14.45,0,0
Applicant_3748,64,Male,Married,3,Salaried,8,63200.0,758400.0,475,750000,Education,48,10.98,5,1
Applicant_3749,27,Female,Single,4,Salaried,2,35400.0,424800.0,712,750000,Home,24,11.9,0,1
Applicant_3750,62,Female,Single,0,Self-Employed,4,38800.0,465600.0,604,1000000,Home,60,8.04,0,1
Applicant_3751,46,Male,Married,3,Self-Employed,15,80800.0,969600.0,762,1000000,Education,120,13.99,2,0
Applicant_3752,45,Female,Married,2,Salaried,6,41000.0,492000.0,466,300000,Business,60,9.08,2,1
Applicant_3753,30,Male,Divorced,2,Unemployed,0,5000.0,60000.0,894,300000,Personal,60,16.03,1,1
Applicant_3754,39,Male,Single,4,Salaried,18,54900.0,658800.0,561,1000000,Business,240,12.86,0,1
Applicant_3755,31,Female,Single,1,Self-Employed,4,17100.0,205200.0,792,400000,Personal,60,12.94,0,1
Applicant_3756,33,Female,Single,2,Self-Employed,3,21500.0,258000.0,643,200000,Personal,36,16.99,2,1
Applicant_3757,28,Male,Married,3,Self-Employed,10,37300.0,447600.0,568,400000,Vehicle,24,8.43,0,1
Applicant_3758,60,Female,Single,1,Salaried,26,112800.0,1353600.0,676,1000000,Business,36,12.6,1,0
Applicant_3759,24,Other,Married,1,Freelancer,4,32300.0,387600.0,752,50000,Vehicle,36,10.9,2,0
Applicant_3760,51,Female,Single,1,Salaried,6,46600.0,559200.0,494,400000,Home,120,17.61,4,1
Applicant_3761,48,Female,Married,2,Self-Employed,27,67300.0,807600.0,720,50000,Business,48,15.62,4,0
Applicant_3762,31,Female,Married,2,Salaried,1,39900.0,478800.0,648,500000,Personal,24,15.21,3,1
Applicant_3763,63,Male,Single,1,Self-Employed,2,12900.0,154800.0,707,1000000,Vehicle,240,8.85,1,1
Applicant_3764,21,Female,Married,1,Salaried,0,34500.0,414000.0,651,300000,Personal,12,9.23,4,1
Applicant_3765,58,Male,Married,0,Freelancer,12,80000.0,960000.0,592,50000,Education,180,6.84,2,0
Applicant_3766,44,Female,Married,0,Salaried,15,80000.0,960000.0,538,50000,Education,24,13.84,4,1
Applicant_3767,51,Male,Married,1,Freelancer,11,43900.0,526800.0,717,200000,Home,12,10.76,0,0
Applicant_3768,61,Female,Married,1,Freelancer,38,111500.0,1338000.0,716,400000,Home,120,10.09,0,0
Applicant_3769,46,Male,Married,2,Salaried,26,84200.0,1010400.0,716,250000,Personal,120,13.83,1,0
Applicant_3770,25,Male,Married,1,Salaried,5,38000.0,456000.0,692,250000,Vehicle,60,16.03,3,0
Applicant_3771,40,Male,Married,4,Self-Employed,12,84600.0,1015200.0,744,500000,Home,120,8.03,1,0
Applicant_3772,61,Other,Single,0,Salaried,32,86900.0,1042800.0,790,100000,Education,12,17.06,4,0
Applicant_3773,31,Other,Married,4,Salaried,4,42700.0,512400.0,462,200000,Vehicle,180,6.89,0,0
Applicant_3774,53,Male,Married,0,Salaried,16,76600.0,919200.0,415,200000,Education,12,7.59,0,0
Applicant_3775,58,Other,Divorced,2,Self-Employed,36,93000.0,1116000.0,821,500000,Vehicle,120,16.14,3,0
Applicant_3776,47,Female,Divorced,1,Salaried,16,81800.0,981600.0,515,300000,Education,180,12.17,2,0
Applicant_3777,54,Female,Married,1,Salaried,14,63400.0,760800.0,541,1000000,Personal,180,17.3,1,1
Applicant_3778,35,Male,Married,0,Self-Employed,0,45000.0,540000.0,621,750000,Home,12,11.81,3,1
Applicant_3779,52,Female,Married,0,Salaried,3,54800.0,657600.0,484,1000000,Vehicle,240,17.15,3,1
Applicant_3780,41,Female,Married,2,Salaried,2,40400.0,484800.0,611,750000,Vehicle,60,9.26,1,1
Applicant_3781,25,Female,Married,1,Unemployed,0,30700.0,368400.0,555,200000,Business,240,13.59,3,1
Applicant_3782,26,Female,Single,4,Self-Employed,7,39000.0,468000.0,626,1000000,Home,60,17.94,1,1
Applicant_3783,58,Female,Single,1,Salaried,40,140200.0,1682400.0,677,400000,Vehicle,36,10.82,2,0
Applicant_3784,42,Female,Married,4,Salaried,11,79600.0,955200.0,615,150000,Vehicle,12,6.52,0,0
Applicant_3785,38,Male,Married,0,Self-Employed,4,69600.0,835200.0,610,300000,Personal,240,7.24,0,0
Applicant_3786,34,Male,Single,0,Salaried,8,58600.0,703200.0,675,50000,Personal,24,16.38,1,0
Applicant_3787,30,Male,Single,1,Unemployed,0,5000.0,60000.0,754,250000,Vehicle,48,12.16,1,1
Applicant_3788,33,Male,Married,3,Self-Employed,0,66200.0,794400.0,810,300000,Personal,36,12.67,0,0
Applicant_3789,51,Female,Married,1,Unemployed,0,5000.0,60000.0,628,250000,Home,12,15.69,1,1
Applicant_3790,50,Female,Married,0,Freelancer,29,70800.0,849600.0,832,400000,Vehicle,36,15.83,1,0
Applicant_3791,23,Female,Married,0,Self-Employed,5,42200.0,506400.0,737,200000,Personal,120,11.99,0,0
Applicant_3792,50,Male,Married,1,Self-Employed,19,58300.0,699600.0,526,250000,Vehicle,120,16.37,0,0
Applicant_3793,26,Male,Single,2,Freelancer,8,48900.0,586800.0,523,200000,Personal,120,11.89,0,0
Applicant_3794,49,Male,Married,1,Self-Employed,13,51900.0,622800.0,592,750000,Home,12,14.26,0,1
Applicant_3795,28,Male,Married,2,Salaried,2,39700.0,476400.0,794,100000,Personal,240,6.88,1,0
Applicant_3796,64,Male,Married,2,Self-Employed,26,101500.0,1218000.0,599,50000,Business,12,8.09,0,0
Applicant_3797,63,Female,Married,3,Salaried,10,69400.0,832800.0,460,200000,Home,36,16.29,4,1
Applicant_3798,64,Male,Single,1,Self-Employed,16,67200.0,806400.0,627,300000,Personal,12,10.1,0,0
Applicant_3799,53,Female,Married,1,Self-Employed,30,97600.0,1171200.0,451,1000000,Home,180,10.35,0,0
Applicant_3800,37,Male,Single,4,Unemployed,0,5200.0,62400.0,544,500000,Personal,12,14.12,1,1
Applicant_3801,31,Female,Married,1,Self-Employed,1,30500.0,366000.0,591,200000,Vehicle,48,13.31,0,0
Applicant_3802,33,Female,Married,1,Freelancer,2,29000.0,348000.0,664,50000,Personal,24,7.45,0,0
Applicant_3803,31,Other,Married,3,Salaried,1,49400.0,592800.0,752,750000,Personal,60,15.31,3,1
Applicant_3804,51,Female,Married,0,Salaried,28,94100.0,1129200.0,719,150000,Education,48,13.6,2,0
Applicant_3805,48,Female,Single,1,Unemployed,0,11300.0,135600.0,532,300000,Personal,60,16.34,0,1
Applicant_3806,64,Female,Married,0,Freelancer,14,40400.0,484800.0,612,1000000,Personal,60,12.66,1,1
Applicant_3807,26,Female,Married,0,Self-Employed,6,37900.0,454800.0,657,500000,Business,24,11.26,0,0
Applicant_3808,61,Male,Single,0,Salaried,36,101000.0,1212000.0,623,250000,Vehicle,180,10.77,1,0
Applicant_3809,36,Male,Married,0,Self-Employed,4,34500.0,414000.0,623,400000,Personal,48,6.55,1,0
Applicant_3810,24,Male,Divorced,1,Freelancer,6,56300.0,675600.0,477,1000000,Vehicle,12,6.96,3,1
Applicant_3811,55,Female,Single,3,Salaried,21,92900.0,1114800.0,534,750000,Business,24,8.01,2,1
Applicant_3812,46,Male,Married,2,Self-Employed,11,40800.0,489600.0,609,50000,Home,12,17.19,4,0
Applicant_3813,32,Female,Married,2,Salaried,7,60600.0,727200.0,340,500000,Personal,12,16.63,0,1
Applicant_3814,31,Other,Married,1,Salaried,8,50100.0,601200.0,714,100000,Vehicle,120,12.22,1,0
Applicant_3815,57,Male,Married,3,Freelancer,17,48800.0,585600.0,512,50000,Vehicle,12,8.57,0,0
Applicant_3816,45,Male,Single,3,Salaried,27,71700.0,860400.0,718,200000,Education,12,8.18,3,0
Applicant_3817,38,Other,Single,3,Salaried,17,88600.0,1063200.0,709,300000,Business,240,9.45,1,0
Applicant_3818,39,Male,Married,3,Freelancer,16,36500.0,438000.0,595,500000,Personal,240,16.95,0,0
Applicant_3819,43,Female,Married,0,Self-Employed,22,78200.0,938400.0,750,50000,Home,48,12.5,1,0
Applicant_3820,58,Male,Divorced,2,Salaried,10,45800.0,549600.0,724,50000,Vehicle,60,15.75,0,0
Applicant_3821,38,Female,Single,2,Unemployed,0,16600.0,199200.0,619,1000000,Vehicle,60,12.33,3,1
Applicant_3822,46,Male,Married,1,Salaried,14,63000.0,756000.0,607,100000,Personal,48,13.51,0,0
Applicant_3823,26,Female,Single,1,Unemployed,0,5000.0,60000.0,759,750000,Home,60,13.52,2,1
Applicant_3824,24,Female,Single,0,Self-Employed,5,43500.0,522000.0,673,200000,Business,120,6.86,3,0
Applicant_3825,64,Male,Married,0,Salaried,30,104500.0,1254000.0,754,400000,Personal,24,11.62,2,0
Applicant_3826,49,Male,Married,3,Salaried,24,88200.0,1058400.0,411,150000,Home,12,16.44,4,0
Applicant_3827,54,Male,Single,2,Salaried,5,49400.0,592800.0,659,50000,Home,12,12.12,0,0
Applicant_3828,37,Other,Single,0,Salaried,11,54200.0,650400.0,492,50000,Home,180,11.51,1,0
Applicant_3829,63,Female,Married,0,Self-Employed,22,55400.0,664800.0,647,750000,Personal,120,12.56,1,1
Applicant_3830,63,Male,Divorced,2,Salaried,38,99200.0,1190400.0,721,200000,Education,12,10.88,0,0
Applicant_3831,36,Male,Married,1,Salaried,7,64800.0,777600.0,823,150000,Home,36,12.43,3,0
Applicant_3832,22,Male,Single,1,Freelancer,3,26400.0,316800.0,556,250000,Vehicle,24,8.06,2,1
Applicant_3833,54,Female,Married,0,Salaried,34,98000.0,1176000.0,597,50000,Vehicle,36,17.63,1,0
Applicant_3834,28,Female,Married,0,Self-Employed,2,17900.0,214800.0,640,150000,Home,48,6.89,1,0
Applicant_3835,33,Male,Married,1,Salaried,9,32200.0,386400.0,552,200000,Home,36,12.06,4,1
Applicant_3836,62,Female,Single,2,Self-Employed,27,78500.0,942000.0,747,300000,Personal,240,8.91,0,0
Applicant_3837,28,Female,Married,0,Self-Employed,2,52300.0,627600.0,642,750000,Home,60,7.17,1,1
Applicant_3838,50,Other,Married,1,Freelancer,17,50600.0,607200.0,662,150000,Home,60,13.99,5,1
Applicant_3839,52,Female,Single,2,Salaried,30,106000.0,1272000.0,712,200000,Education,24,17.83,0,0
Applicant_3840,56,Female,Divorced,2,Salaried,36,103000.0,1236000.0,642,250000,Vehicle,36,15.12,3,0
Applicant_3841,50,Female,Married,0,Salaried,20,89600.0,1075200.0,568,500000,Vehicle,36,9.42,2,0
Applicant_3842,21,Male,Divorced,2,Salaried,2,38700.0,464400.0,643,750000,Business,12,12.17,4,1
Applicant_3843,63,Female,Single,4,Salaried,4,29500.0,354000.0,564,150000,Personal,24,7.07,0,0
Applicant_3844,59,Male,Single,3,Self-Employed,16,63000.0,756000.0,660,150000,Business,12,12.61,5,0
Applicant_3845,37,Male,Single,2,Self-Employed,18,98500.0,1182000.0,749,400000,Personal,24,7.64,0,0
Applicant_3846,40,Male,Divorced,2,Freelancer,3,57800.0,693600.0,532,750000,Personal,180,15.64,1,1
Applicant_3847,44,Female,Single,0,Salaried,21,89300.0,1071600.0,496,50000,Personal,240,7.15,0,0
Applicant_3848,42,Male,Married,2,Self-Employed,23,78900.0,946800.0,654,50000,Business,24,6.61,0,0
Applicant_3849,49,Male,Married,2,Unemployed,0,9600.0,115200.0,573,100000,Home,36,16.41,5,1
Applicant_3850,42,Male,Married,1,Self-Employed,6,51800.0,621600.0,653,300000,Home,120,17.34,2,0
Applicant_3851,64,Male,Single,1,Self-Employed,37,108400.0,1300800.0,682,150000,Vehicle,240,7.5,1,0
Applicant_3852,29,Male,Married,2,Unemployed,0,11600.0,139200.0,435,500000,Education,240,9.71,0,1
Applicant_3853,57,Female,Married,4,Unemployed,0,8100.0,97200.0,718,250000,Education,12,15.03,1,1
Applicant_3854,30,Female,Single,0,Salaried,5,45300.0,543600.0,533,150000,Personal,240,12.71,1,0
Applicant_3855,56,Male,Married,0,Self-Employed,18,53100.0,637200.0,647,500000,Education,48,17.42,0,0
Applicant_3856,57,Female,Married,2,Self-Employed,29,86100.0,1033200.0,584,500000,Home,12,10.98,2,0
Applicant_3857,48,Female,Married,0,Self-Employed,25,97000.0,1164000.0,594,100000,Home,48,6.54,3,0
Applicant_3858,48,Male,Married,2,Unemployed,0,5000.0,60000.0,819,250000,Personal,60,6.73,1,1
Applicant_3859,62,Female,Single,0,Salaried,10,64500.0,774000.0,681,150000,Home,24,13.0,1,0
Applicant_3860,63,Other,Married,1,Freelancer,38,96800.0,1161600.0,740,400000,Personal,180,15.15,2,0
Applicant_3861,41,Male,Married,2,Self-Employed,2,23100.0,277200.0,665,100000,Home,12,15.59,0,0
Applicant_3862,44,Male,Single,0,Salaried,19,74400.0,892800.0,712,750000,Home,24,16.98,3,0
Applicant_3863,62,Female,Married,0,Freelancer,21,51700.0,620400.0,691,100000,Vehicle,240,9.13,3,0
Applicant_3864,60,Female,Single,1,Salaried,16,55700.0,668400.0,675,100000,Business,120,14.99,1,0
Applicant_3865,22,Male,Married,1,Salaried,2,62100.0,745200.0,760,300000,Personal,12,16.01,0,0
Applicant_3866,28,Female,Married,2,Unemployed,0,5000.0,60000.0,665,150000,Home,60,16.12,1,1
Applicant_3867,47,Male,Married,1,Salaried,14,56900.0,682800.0,878,150000,Home,12,11.23,0,0
Applicant_3868,42,Female,Single,1,Self-Employed,6,71300.0,855600.0,746,1000000,Business,60,13.7,3,1
Applicant_3869,57,Male,Divorced,1,Freelancer,26,89200.0,1070400.0,536,100000,Home,24,12.84,1,0
Applicant_3870,47,Male,Single,0,Unemployed,0,5000.0,60000.0,632,250000,Business,180,13.37,1,1
Applicant_3871,49,Female,Married,2,Freelancer,16,63400.0,760800.0,689,250000,Personal,36,9.74,4,0
Applicant_3872,23,Male,Married,0,Self-Employed,2,35500.0,426000.0,654,400000,Business,120,14.36,1,1
Applicant_3873,64,Male,Married,3,Self-Employed,28,80600.0,967200.0,718,500000,Personal,180,14.67,3,0
Applicant_3874,33,Female,Single,1,Salaried,11,69100.0,829200.0,729,500000,Personal,48,8.75,2,0
Applicant_3875,30,Female,Married,1,Self-Employed,12,54100.0,649200.0,514,150000,Education,24,11.6,1,0
Applicant_3876,56,Male,Married,2,Unemployed,0,6100.0,73200.0,778,300000,Personal,120,11.35,0,1
Applicant_3877,29,Female,Married,3,Self-Employed,11,72300.0,867600.0,600,250000,Business,120,15.11,3,0
Applicant_3878,47,Male,Married,4,Salaried,12,77700.0,932400.0,590,200000,Home,36,14.16,3,0
Applicant_3879,54,Male,Married,1,Salaried,10,51700.0,620400.0,590,1000000,Education,24,11.98,0,1
Applicant_3880,21,Male,Married,0,Unemployed,0,12300.0,147600.0,730,300000,Education,24,14.0,0,1
